domain,gut_id,title,authors,languages,downloads,subjects,preferred_source,preferred_url,gutenberg_epub_url
literature_international,32596,The Revolt of the Angels,"France, Anatole",en,1284,Angels -- Fiction; French fiction -- Translations into English; French wit and humor -- Translations into English,standardebooks,https://standardebooks.org/ebooks/anatole-france/the-revolt-of-the-angels/emilie-jackson/downloads/anatole-france_the-revolt-of-the-angels_emilie-jackson.epub?source=feed,https://www.gutenberg.org/ebooks/32596.epub3.images
literature_international,75756,Steppenwolf,"Hesse, Hermann",en,1263,"Civilization, Western -- Fiction; Germany -- Social life and customs -- 20th century -- Fiction; Intellectuals -- Germany -- Fiction; Life -- Fiction; Men -- Germany -- Psychology -- Fiction; Psychological fiction",standardebooks,https://standardebooks.org/ebooks/hermann-hesse/steppenwolf/basil-creighton/downloads/hermann-hesse_steppenwolf_basil-creighton.epub?source=feed,https://www.gutenberg.org/ebooks/75756.epub3.images
literature_international,2775,The Good Soldier,"Ford, Ford Madox",en,1260,"Adultery -- Fiction; Bad Nauheim (Germany) -- Fiction; British -- Germany -- Fiction; Domestic fiction; Friendship -- Fiction; Hessen (Hesse, Germany : Province) -- Fiction; Married people -- Fiction; Middle class -- Fiction",standardebooks,https://standardebooks.org/ebooks/ford-madox-ford/the-good-soldier/downloads/ford-madox-ford_the-good-soldier.epub?source=feed,https://www.gutenberg.org/ebooks/2775.epub3.images
literature_international,2480,Under Western Eyes,"Conrad, Joseph",en,1250,Bombings -- Fiction; College students -- Fiction; Geneva (Switzerland) -- Fiction; Political fiction; Russia -- History -- 1904-1914 -- Fiction; Saint Petersburg (Russia) -- Fiction; Terrorism -- Fiction,standardebooks,https://standardebooks.org/ebooks/joseph-conrad/under-western-eyes/downloads/joseph-conrad_under-western-eyes.epub?source=feed,https://www.gutenberg.org/ebooks/2480.epub3.images
literature_international,14323,Là-bas,"Huysmans, J.-K. (Joris-Karl)",en,1241,"Erotic fiction; France -- History -- 15th century -- Fiction; Paranormal fiction; Rais, Gilles de, 1404-1440 -- Fiction; Satanism -- Fiction",standardebooks,https://standardebooks.org/ebooks/j-k-huysmans/la-bas/keene-wallace/downloads/j-k-huysmans_la-bas_keene-wallace.epub?source=feed,https://www.gutenberg.org/ebooks/14323.epub3.images
literature_international,1013,The First Men in the Moon,"Wells, H. G. (Herbert George)",en,1196,Imperialism -- Fiction; Moon -- Fiction; Satire; Science fiction; Space flight to the moon -- Fiction; Utopian fiction; Utopias -- Fiction,standardebooks,https://standardebooks.org/ebooks/h-g-wells/the-first-men-in-the-moon/downloads/h-g-wells_the-first-men-in-the-moon.epub?source=feed,https://www.gutenberg.org/ebooks/1013.epub3.images
literature_international,44,The Song of the Lark,"Cather, Willa",en,1173,Bildungsromans; Chicago (Ill.) -- Fiction; Children of clergy -- Fiction; Colorado -- Fiction; Musical fiction; Opera -- Fiction; Swedish Americans -- Fiction; Women singers -- Fiction; Young women -- Fiction,standardebooks,https://standardebooks.org/ebooks/willa-cather/the-song-of-the-lark/downloads/willa-cather_the-song-of-the-lark.epub?source=feed,https://www.gutenberg.org/ebooks/44.epub3.images
literature_international,7164,Gitanjali,"Tagore, Rabindranath",en,1147,"Bengali poetry -- Translations into English; Indic poetry -- Translations into English; Prose poems, Bengali -- Translations into English; Tagore, Rabindranath, 1861-1941 -- Translations into English",standardebooks,https://standardebooks.org/ebooks/rabindranath-tagore/gitanjali/downloads/rabindranath-tagore_gitanjali.epub?source=feed,https://www.gutenberg.org/ebooks/7164.epub3.images
literature_international,646,The Coral Island: A Tale of the Pacific Ocean,"Ballantyne, R. M. (Robert Michael)",en,1136,Camping -- Juvenile fiction; Conduct of life -- Juvenile fiction; Islands -- Juvenile fiction; Natural history -- Juvenile fiction; Oceania -- Juvenile fiction; Outdoor life -- Juvenile fiction; Pirates -- Juvenile fiction; Robinsonades; Shipwreck survival -- Juvenile fiction; Shipwrecks -- Juvenile fiction; Survival skills -- Juvenile fiction,standardebooks,https://standardebooks.org/ebooks/r-m-ballantyne/the-coral-island/downloads/r-m-ballantyne_the-coral-island.epub?source=feed,https://www.gutenberg.org/ebooks/646.epub3.images
literature_international,19810,My Ántonia,"Cather, Willa",en,1112,Czech Americans -- Fiction; Domestic fiction; Farm life -- Fiction; Farmers' spouses -- Fiction; Friendship -- Fiction; Frontier and pioneer life -- Nebraska -- Fiction; Married women -- Fiction; Nebraska -- Fiction; Western stories; Women immigrants -- Fiction; Women pioneers -- Fiction,standardebooks,https://standardebooks.org/ebooks/willa-cather/my-antonia/downloads/willa-cather_my-antonia.epub?source=feed,https://www.gutenberg.org/ebooks/19810.epub3.images
literature_international,106,Jungle Tales of Tarzan,"Burroughs, Edgar Rice",en,1109,Adventure stories; Africa -- Fiction; Apes -- Fiction; Fantasy fiction; Jungles -- Fiction; Tarzan (Fictitious character) -- Fiction,standardebooks,https://standardebooks.org/ebooks/edgar-rice-burroughs/jungle-tales-of-tarzan/downloads/edgar-rice-burroughs_jungle-tales-of-tarzan.epub?source=feed,https://www.gutenberg.org/ebooks/106.epub3.images
literature_international,69404,You can't win,"Black, Jack",en,1061,"Black, Jack, 1871-1932; Criminals -- Canada -- Biography; Criminals -- United States -- Biography",standardebooks,https://standardebooks.org/ebooks/jack-black/you-cant-win/downloads/jack-black_you-cant-win.epub?source=feed,https://www.gutenberg.org/ebooks/69404.epub3.images
literature_international,2609,The Vicomte de Bragelonne,"Dumas, Alexandre, Maquet, Auguste",en,1037,"Adventure stories; France -- History -- Louis XIV, 1643-1715 -- Fiction; Historical fiction",standardebooks,https://standardebooks.org/ebooks/alexandre-dumas/the-vicomte-de-bragelonne/george-routledge-and-co/downloads/alexandre-dumas_the-vicomte-de-bragelonne_george-routledge-and-co.epub?source=feed,https://www.gutenberg.org/ebooks/2609.epub3.images
literature_international,3409,Barchester Towers,"Trollope, Anthony",en,1012,Barchester (England : Imaginary place) -- Fiction; Barsetshire (England : Imaginary place) -- Fiction; Clergy -- Fiction; Domestic fiction,standardebooks,https://standardebooks.org/ebooks/anthony-trollope/barchester-towers/downloads/anthony-trollope_barchester-towers.epub?source=feed,https://www.gutenberg.org/ebooks/3409.epub3.images
literature_international,4014,Arsène Lupin,"Leblanc, Maurice",en,992,"Burglars -- Fiction; Lupin, Arsène (Fictitious character) -- Fiction",standardebooks,https://standardebooks.org/ebooks/maurice-leblanc/arsene-lupin-versus-herlock-sholmes/george-morehead/downloads/maurice-leblanc_arsene-lupin-versus-herlock-sholmes_george-morehead.epub?source=feed,https://www.gutenberg.org/ebooks/4014.epub3.images
literature_international,7371,A Sicilian Romance,"Radcliffe, Ann Ward",en,962,Gothic fiction; Sicily (Italy) -- Fiction,standardebooks,https://standardebooks.org/ebooks/ann-radcliffe/a-sicilian-romance/downloads/ann-radcliffe_a-sicilian-romance.epub?source=feed,https://www.gutenberg.org/ebooks/7371.epub3.images
literature_international,2084,The Way of All Flesh,"Butler, Samuel",en,913,Autobiographical fiction; Bildungsromans; Children of clergy -- Fiction; Conflict of generations -- Fiction; Domestic fiction; England -- Fiction; Middle class -- Fiction; Parent and adult child -- Fiction; Young men -- Fiction,standardebooks,https://standardebooks.org/ebooks/samuel-butler/the-way-of-all-flesh/downloads/samuel-butler_the-way-of-all-flesh.epub?source=feed,https://www.gutenberg.org/ebooks/2084.epub3.images
literature_international,365,The Land of Little Rain,"Austin, Mary",en,899,"California -- Description and travel; California -- History, Local; California -- Social life and customs; Frontier and pioneer life -- California; Natural history -- California",standardebooks,https://standardebooks.org/ebooks/mary-austin/the-land-of-little-rain/downloads/mary-austin_the-land-of-little-rain.epub?source=feed,https://www.gutenberg.org/ebooks/365.epub3.images
literature_international,46156,The Maid of Sker,"Blackmore, R. D. (Richard Doddridge)",en,898,Foundlings -- Fiction; Romance fiction; Wales -- Fiction,standardebooks,https://standardebooks.org/ebooks/r-d-blackmore/the-maid-of-sker/downloads/r-d-blackmore_the-maid-of-sker.epub?source=feed,https://www.gutenberg.org/ebooks/46156.epub3.images
literature_international,1154,The Voyages of Doctor Dolittle,"Lofting, Hugh",en,856,Animals -- Juvenile fiction; Fantasy literature; Human-animal communication -- Juvenile fiction; Voyages and travels -- Juvenile fiction,standardebooks,https://standardebooks.org/ebooks/hugh-lofting/the-voyages-of-doctor-dolittle/downloads/hugh-lofting_the-voyages-of-doctor-dolittle.epub?source=feed,https://www.gutenberg.org/ebooks/1154.epub3.images
literature_international,172,The Haunted Bookshop,"Morley, Christopher",en,846,"Booksellers and bookselling -- Fiction; Brooklyn (New York, N.Y.) -- Fiction; Mystery and detective stories",standardebooks,https://standardebooks.org/ebooks/christopher-morley/the-haunted-bookshop/downloads/christopher-morley_the-haunted-bookshop.epub?source=feed,https://www.gutenberg.org/ebooks/172.epub3.images
literature_international,2369,One of Ours,"Cather, Willa",en,842,"Farm life -- Fiction; Nebraska -- Fiction; Soldiers -- Fiction; War stories; World War, 1914-1918 -- Fiction",standardebooks,https://standardebooks.org/ebooks/willa-cather/one-of-ours/downloads/willa-cather_one-of-ours.epub?source=feed,https://www.gutenberg.org/ebooks/2369.epub3.images
literature_international,4023,Candida,"Shaw, Bernard",en,838,Man-woman relationships -- Drama; Marriage -- Drama,standardebooks,https://standardebooks.org/ebooks/george-bernard-shaw/candida/downloads/george-bernard-shaw_candida.epub?source=feed,https://www.gutenberg.org/ebooks/4023.epub3.images
literature_international,3026,North of Boston,"Frost, Robert",en,829,American poetry -- 20th century,standardebooks,https://standardebooks.org/ebooks/robert-frost/north-of-boston/downloads/robert-frost_north-of-boston.epub?source=feed,https://www.gutenberg.org/ebooks/3026.epub3.images
literature_international,3543,Heartbreak House,"Shaw, Bernard",en,798,"England -- Social life and customs -- 20th century -- Drama; Upper class -- England -- Drama; World War, 1914-1918 -- Drama",standardebooks,https://standardebooks.org/ebooks/george-bernard-shaw/heartbreak-house/downloads/george-bernard-shaw_heartbreak-house.epub?source=feed,https://www.gutenberg.org/ebooks/3543.epub3.images
literature_international,603,Letters of George Borrow to the British and Foreign Bible Society,"Borrow, George",en,550,"Authors, English -- 19th century -- Correspondence; British and Foreign Bible Society; English letters",gutenberg,https://www.gutenberg.org/ebooks/603.epub3.images,https://www.gutenberg.org/ebooks/603.epub3.images
literature_international,40822,The Greatest English Classic: A Study of the King James Version of the Bible and Its Influence on Life and Literature,"McAfee, Cleland Boyd",en,535,Bible -- History; Bible -- Influence; Bible and literature; Bible. English -- Versions -- Authorized,gutenberg,https://www.gutenberg.org/ebooks/40822.epub3.images,https://www.gutenberg.org/ebooks/40822.epub3.images
mathematics,21076,The First Six Books of the Elements of Euclid,"Euclid, Casey, John",en,4436,"Euclid's Elements; Mathematics, Greek",gutenberg,https://www.gutenberg.org/ebooks/21076.epub3.images,https://www.gutenberg.org/ebooks/21076.epub3.images
mathematics,201,Flatland: A Romance of Many Dimensions,"Abbott, Edwin Abbott",en,2299,Fourth dimension,gutenberg,https://www.gutenberg.org/ebooks/201.epub3.images,https://www.gutenberg.org/ebooks/201.epub3.images
mathematics,57359,"The Logic of Chance, 3rd edition: An Essay on the Foundations and Province of the Theory of Probability, With Especial Reference to Its Logical Bearings and Its Application to Moral and Social Science and to Statistics","Venn, John",en,1675,"Chance; Logic, Symbolic and mathematical; Probabilities; Science -- Methodology",gutenberg,https://www.gutenberg.org/ebooks/57359.epub3.images,https://www.gutenberg.org/ebooks/57359.epub3.images
mathematics,22599,The Hindu-Arabic Numerals,"Smith, David Eugene, Karpinski, Louis Charles",en,1542,Numerals,gutenberg,https://www.gutenberg.org/ebooks/22599.epub3.images,https://www.gutenberg.org/ebooks/22599.epub3.images
philosophy,4363,Beyond Good and Evil,"Nietzsche, Friedrich Wilhelm",en,22442,"Ethics; Philosophy, German",gutenberg,https://www.gutenberg.org/ebooks/4363.epub3.images,https://www.gutenberg.org/ebooks/4363.epub3.images
philosophy,7370,Second Treatise of Government,"Locke, John",en,20290,Liberty -- Early works to 1800; Political science -- Early works to 1800; Toleration -- Early works to 1800,gutenberg,https://www.gutenberg.org/ebooks/7370.epub3.images,https://www.gutenberg.org/ebooks/7370.epub3.images
philosophy,34901,On Liberty,"Mill, John Stuart",en,16824,Liberty,standardebooks,https://standardebooks.org/ebooks/john-stuart-mill/on-liberty/downloads/john-stuart-mill_on-liberty.epub?source=feed,https://www.gutenberg.org/ebooks/34901.epub3.images
philosophy,4280,The Critique of Pure Reason,"Kant, Immanuel",en,11387,"Causation; Knowledge, Theory of; Philosophy, German; Reason",gutenberg,https://www.gutenberg.org/ebooks/4280.epub3.images,https://www.gutenberg.org/ebooks/4280.epub3.images
philosophy,61,The Communist Manifesto,"Marx, Karl, Engels, Friedrich",en,7174,Communism; Socialism,standardebooks,https://standardebooks.org/ebooks/karl-marx_friedrich-engels/the-communist-manifesto/samuel-moore/downloads/karl-marx-friedrich-engels_the-communist-manifesto_samuel-moore.epub?source=feed,https://www.gutenberg.org/ebooks/61.epub3.images
philosophy,59,Discourse on the Method of Rightly Conducting One's Reason and of Seeking Truth in the Sciences,"Descartes, René",en,6331,Methodology; Science -- Methodology,gutenberg,https://www.gutenberg.org/ebooks/59.epub3.images,https://www.gutenberg.org/ebooks/59.epub3.images
philosophy,1974,The Poetics of Aristotle,Aristotle,en,5569,Aesthetics -- Early works to 1800; Poetry -- Early works to 1800,gutenberg,https://www.gutenberg.org/ebooks/1974.epub3.images,https://www.gutenberg.org/ebooks/1974.epub3.images
philosophy,19322,The Antichrist,"Nietzsche, Friedrich Wilhelm",en,5232,Christianity -- Controversial literature,gutenberg,https://www.gutenberg.org/ebooks/19322.epub3.images,https://www.gutenberg.org/ebooks/19322.epub3.images
philosophy,9662,An Enquiry Concerning Human Understanding,"Hume, David",en,4903,"Ethics; Knowledge, Theory of",standardebooks,https://standardebooks.org/ebooks/david-hume/an-enquiry-concerning-human-understanding/downloads/david-hume_an-enquiry-concerning-human-understanding.epub?source=feed,https://www.gutenberg.org/ebooks/9662.epub3.images
philosophy,25012,"The Case of Wagner, Nietzsche Contra Wagner, and Selected Aphorisms.","Nietzsche, Friedrich Wilhelm",en,4883,"Essays; Literature -- Collections; Music -- History and criticism; Wagner, Richard, 1813-1883",gutenberg,https://www.gutenberg.org/ebooks/25012.epub3.images,https://www.gutenberg.org/ebooks/25012.epub3.images
philosophy,4705,A Treatise of Human Nature,"Hume, David",en,3935,"Knowledge, Theory of",gutenberg,https://www.gutenberg.org/ebooks/4705.epub3.images,https://www.gutenberg.org/ebooks/4705.epub3.images
philosophy,852,Democracy and Education: An Introduction to the Philosophy of Education,"Dewey, John",en,3162,Education -- Philosophy; Education -- Social aspects,gutenberg,https://www.gutenberg.org/ebooks/852.epub3.images,https://www.gutenberg.org/ebooks/852.epub3.images
philosophy,5669,Considerations on Representative Government,"Mill, John Stuart",en,2481,Representative government and representation,gutenberg,https://www.gutenberg.org/ebooks/5669.epub3.images,https://www.gutenberg.org/ebooks/5669.epub3.images
philosophy,4352,Laughter: An Essay on the Meaning of the Comic,"Bergson, Henri",en,2316,"Comedy; Laughter; Philosophy, French",gutenberg,https://www.gutenberg.org/ebooks/4352.epub3.images,https://www.gutenberg.org/ebooks/4352.epub3.images
philosophy,4320,An Enquiry Concerning the Principles of Morals,"Hume, David",en,2179,Conduct of life; Ethics,gutenberg,https://www.gutenberg.org/ebooks/4320.epub3.images,https://www.gutenberg.org/ebooks/4320.epub3.images
philosophy,2529,The Analysis of Mind,"Russell, Bertrand",en,1853,"Consciousness; Knowledge, Theory of; Psychology",gutenberg,https://www.gutenberg.org/ebooks/2529.epub3.images,https://www.gutenberg.org/ebooks/2529.epub3.images
philosophy,4583,Dialogues Concerning Natural Religion,"Hume, David",en,1766,Natural theology -- Early works to 1800; Religion -- Early works to 1800,gutenberg,https://www.gutenberg.org/ebooks/4583.epub3.images,https://www.gutenberg.org/ebooks/4583.epub3.images
philosophy,25447,Mysticism and Logic and Other Essays,"Russell, Bertrand",en,1618,Mathematics; Philosophy; Science,gutenberg,https://www.gutenberg.org/ebooks/25447.epub3.images,https://www.gutenberg.org/ebooks/25447.epub3.images
philosophy,27942,"A System of Logic, Ratiocinative and Inductive","Mill, John Stuart",en,1534,"Knowledge, Theory of; Logic; Science -- Methodology",gutenberg,https://www.gutenberg.org/ebooks/27942.epub3.images,https://www.gutenberg.org/ebooks/27942.epub3.images
philosophy,10378,Autobiography,"Mill, John Stuart",en,1491,"Mill, John Stuart, 1806-1873; Philosophers -- England -- Biography",gutenberg,https://www.gutenberg.org/ebooks/10378.epub3.images,https://www.gutenberg.org/ebooks/10378.epub3.images
religion,8710,"The Doré Bible Gallery, Complete: Containing One Hundred Superb Illustrations, and a Page of Explanatory Letter-press Facing Each",Unknown,en,5466,Bible -- Illustrations,gutenberg,https://www.gutenberg.org/ebooks/8710.epub3.images,https://www.gutenberg.org/ebooks/8710.epub3.images
religion,8300,"The Bible, Douay-Rheims, Complete: The Challoner Revision",Unknown,en,4508,Bible,gutenberg,https://www.gutenberg.org/ebooks/8300.epub3.images,https://www.gutenberg.org/ebooks/8300.epub3.images
religion,34702,"Encyclopaedia Britannica, 11th Edition, ""Bible"" to ""Bisectrix"": Volume 3, Slice 7",Various,en,3967,Encyclopedias and dictionaries,gutenberg,https://www.gutenberg.org/ebooks/34702.epub3.images,https://www.gutenberg.org/ebooks/34702.epub3.images
religion,41006,The Fairy Mythology: Illustrative of the Romance and Superstition of Various Countries,"Keightley, Thomas",en,2655,Fairies; Fairy tales; Folk literature; Folklore,gutenberg,https://www.gutenberg.org/ebooks/41006.epub3.images,https://www.gutenberg.org/ebooks/41006.epub3.images
religion,43302,"""The Kingdom of God Is Within You"": Christianity Not as a Mystic Religion but as a New Theory of Life","Tolstoy, Leo, graf",en,2609,"Christianity -- Controversial literature; Christianity -- Essence, genius, nature; Government, Resistance to -- Religious aspects -- Christianity; Nonviolence -- Religious aspects -- Christianity",gutenberg,https://www.gutenberg.org/ebooks/43302.epub3.images,https://www.gutenberg.org/ebooks/43302.epub3.images
religion,7999,"The Bible, King James Version, Complete Contents",Anonymous,en,2496,Bible,gutenberg,https://www.gutenberg.org/ebooks/7999.epub3.images,https://www.gutenberg.org/ebooks/7999.epub3.images
religion,36197,"Our Calendar: The Julian calendar and its errors. How corrected by the Gregorian. Rules for finding the dominical letter, and the day of the week of any event from the days of Julius Caesar 46 B.C. to the year of our Lord four thousand; a new and easy method of fixing the date of Easter. Hebrew calendar; showing the correspondence in the date of events recorded in the Bible with our present Gregorian calendar. Illustrated by valuable tables and charts.","Packer, George Nichols",en,2484,Calendar; Jewish calendar,gutenberg,https://www.gutenberg.org/ebooks/36197.epub3.images,https://www.gutenberg.org/ebooks/36197.epub3.images
religion,58464,Essays of an Americanist: I. Ethnologic and Archæologic. II. Mythology and Folk Lore. III. Graphic Systems and Literature. IV. Linguistic.,"Brinton, Daniel G. (Daniel Garrison)",en,2435,America -- Antiquities; Indians,gutenberg,https://www.gutenberg.org/ebooks/58464.epub3.images,https://www.gutenberg.org/ebooks/58464.epub3.images
religion,59598,"Birds in Legend, Fable and Folklore","Ingersoll, Ernest",en,2203,Birds -- Folklore; Birds -- Miscellanea,gutenberg,https://www.gutenberg.org/ebooks/59598.epub3.images,https://www.gutenberg.org/ebooks/59598.epub3.images
religion,52550,"A Short History of Christianity: Second Edition, Revised, With Additions","Robertson, J. M. (John Mackinnon)",en,2004,Church history,gutenberg,https://www.gutenberg.org/ebooks/52550.epub3.images,https://www.gutenberg.org/ebooks/52550.epub3.images
religion,61526,"A Dictionary of Islam: Being a cyclopedia of the doctrines, rites, ceremonies, and customs, together with the technical and theological terms, of the Muhammadan religion.","Hughes, Thomas Patrick",en,1944,Islam -- Dictionaries,gutenberg,https://www.gutenberg.org/ebooks/61526.epub3.images,https://www.gutenberg.org/ebooks/61526.epub3.images
religion,42027,The Expositor's Bible: The Second Book of Kings,"Farrar, F. W. (Frederic William)",en,1833,"Bible. Kings, 2nd -- Commentaries",gutenberg,https://www.gutenberg.org/ebooks/42027.epub3.images,https://www.gutenberg.org/ebooks/42027.epub3.images
religion,31885,Bible Myths and their Parallels in other Religions: Being a Comparison of the Old and New Testament Myths and Miracles with those of the Heathen Nations of Antiquity Considering also their Origin and Meaning,"Doane, T. W. (Thomas William)",en,1725,"Bible -- Criticism, interpretation, etc.; Mythology",gutenberg,https://www.gutenberg.org/ebooks/31885.epub3.images,https://www.gutenberg.org/ebooks/31885.epub3.images
religion,39442,"A Study of the Bhâgavata Purâna; or, Esoteric Hinduism",Unknown,en,1705,Puranas. Bhagavatapurana. English,gutenberg,https://www.gutenberg.org/ebooks/39442.epub3.images,https://www.gutenberg.org/ebooks/39442.epub3.images
religion,4094,The Chinese Classics — Volume 1: Confucian Analects,"Legge, James","en,zh",1686,China -- History; China -- Maps; Chinese literature; Chinese literature -- Translations into English,gutenberg,https://www.gutenberg.org/ebooks/4094.epub3.images,https://www.gutenberg.org/ebooks/4094.epub3.images
religion,62999,"Wit, Character, Folklore & Customs of the North Riding of Yorkshire: With a Glossary of over 4,000 Words and Idioms Now in Use","Blakeborough, Richard",en,1642,Folklore -- England -- Yorkshire; Yorkshire (England) -- Social life and customs,gutenberg,https://www.gutenberg.org/ebooks/62999.epub3.images,https://www.gutenberg.org/ebooks/62999.epub3.images
religion,30,"The Bible, King James Version, Complete",Unknown,en,1617,Bible,gutenberg,https://www.gutenberg.org/ebooks/30.epub3.images,https://www.gutenberg.org/ebooks/30.epub3.images
religion,47025,The Essence of Christianity: Translated from the second German edition,"Feuerbach, Ludwig",en,1593,Christianity -- Controversial literature; Religion -- Philosophy,gutenberg,https://www.gutenberg.org/ebooks/47025.epub3.images,https://www.gutenberg.org/ebooks/47025.epub3.images
religion,48967,Mythology among the Hebrews and Its Historical Development,"Goldziher, Ignác",en,1575,Jewish mythology; Judaism -- History -- To 70 A.D.,gutenberg,https://www.gutenberg.org/ebooks/48967.epub3.images,https://www.gutenberg.org/ebooks/48967.epub3.images
religion,46389,The Sayings of Confucius: A New Translation of the Greater Part of the Confucian Analects,Confucius,en,1550,"Ethics -- China; Philosophy, Chinese",gutenberg,https://www.gutenberg.org/ebooks/46389.epub3.images,https://www.gutenberg.org/ebooks/46389.epub3.images
religion,56034,Folklore of Scottish Lochs and Springs,"Mackinlay, James M. (James Murray)",en,1491,Holy wells; Lakes -- Scotland -- Folklore; Springs -- Scotland -- Folklore,gutenberg,https://www.gutenberg.org/ebooks/56034.epub3.images,https://www.gutenberg.org/ebooks/56034.epub3.images
religion,32968,The Expositor's Bible: The Epistle to the Hebrews,"Edwards, Thomas Charles",en,1479,"Bible. Hebrews -- Criticism, interpretation, etc.",gutenberg,https://www.gutenberg.org/ebooks/32968.epub3.images,https://www.gutenberg.org/ebooks/32968.epub3.images
religion,54616,"The Mythology of the British Islands: An Introduction to Celtic Myth, Legend, Poetry, and Romance","Squire, Charles",en,1476,"Celts -- Folklore; Mythology, Celtic",gutenberg,https://www.gutenberg.org/ebooks/54616.epub3.images,https://www.gutenberg.org/ebooks/54616.epub3.images
religion,63928,"Arabia: The Cradle of Islam: Studies in the Geography, People and Politics of the Peninsula, with an Account of Islam and Mission-Work.","Zwemer, Samuel Marinus",en,1457,Arabian Peninsula; Islam; Missions -- Arabian Peninsula,gutenberg,https://www.gutenberg.org/ebooks/63928.epub3.images,https://www.gutenberg.org/ebooks/63928.epub3.images
religion,65910,"Norse mythology; or, The religion of our forefathers, containing all the myths of the Eddas, systematized and interpreted","Anderson, Rasmus Björn",en,1454,"Mythology, Norse; Northmen -- Religion; Old Norse literature; Tales, Medieval",gutenberg,https://www.gutenberg.org/ebooks/65910.epub3.images,https://www.gutenberg.org/ebooks/65910.epub3.images
religion,41140,Bible Atlas: A Manual of Biblical Geography and History,"Hurlbut, Jesse Lyman",en,1394,Bible -- Geography; Bible -- Geography -- Maps; Bible -- History of Biblical events,gutenberg,https://www.gutenberg.org/ebooks/41140.epub3.images,https://www.gutenberg.org/ebooks/41140.epub3.images
religion,43070,Archæology and the Bible,"Barton, George A. (George Aaron)",en,1346,Bible -- Antiquities; Egypt -- Antiquities; Middle East -- Antiquities,gutenberg,https://www.gutenberg.org/ebooks/43070.epub3.images,https://www.gutenberg.org/ebooks/43070.epub3.images
religion,42303,"The Expositor's Bible: The Acts of the Apostles, Vol. 2","Stokes, George Thomas",en,1309,"Bible. Acts -- Commentaries; Bible. Acts -- Criticism, interpretation, etc.",gutenberg,https://www.gutenberg.org/ebooks/42303.epub3.images,https://www.gutenberg.org/ebooks/42303.epub3.images
religion,124,Deuterocanonical Books of the Bible: Apocrypha,Anonymous,en,1297,Apocryphal books (Old Testament); Bible. Apocrypha,gutenberg,https://www.gutenberg.org/ebooks/124.epub3.images,https://www.gutenberg.org/ebooks/124.epub3.images
religion,35642,"The Bible in Spain, Vol. 1 [of 2]: Or, the Journeys, Adventures, and Imprisonments of an Englishman in an Attempt to Circulate the Scriptures in the Peninsula","Borrow, George",en,1272,"Borrow, George, 1803-1881 -- Travel -- Spain; Spain -- Description and travel; Spain -- History -- 19th century",gutenberg,https://www.gutenberg.org/ebooks/35642.epub3.images,https://www.gutenberg.org/ebooks/35642.epub3.images
religion,46737,The Bible: I. Authenticity II. Credibility III. Morality,"Remsburg, John E. (John Eleazer)",en,1223,"Bible -- Criticism, interpretation, etc.; Bible -- Evidences, authority, etc.; Free thought",gutenberg,https://www.gutenberg.org/ebooks/46737.epub3.images,https://www.gutenberg.org/ebooks/46737.epub3.images
religion,42251,The Expositor's Bible: The Book of Revelation,"Milligan, William",en,1211,Bible. Revelation -- Commentaries,gutenberg,https://www.gutenberg.org/ebooks/42251.epub3.images,https://www.gutenberg.org/ebooks/42251.epub3.images
religion,43672,"The Expositor's Bible: The Book of Isaiah, Volume 2 (of 2)","Smith, George Adam",en,1187,Bible. Isaiah -- Commentaries,gutenberg,https://www.gutenberg.org/ebooks/43672.epub3.images,https://www.gutenberg.org/ebooks/43672.epub3.images
religion,30132,The Canon of the Bible,"Davidson, Samuel",en,1140,Bible -- Canon,gutenberg,https://www.gutenberg.org/ebooks/30132.epub3.images,https://www.gutenberg.org/ebooks/30132.epub3.images
religion,50879,A Baptist Abroad: Travels and Adventures of Europe and all Bible Lands,"Whittle, Walter Andrew",en,1112,Europe -- Description and travel; Middle East -- Description and travel,gutenberg,https://www.gutenberg.org/ebooks/50879.epub3.images,https://www.gutenberg.org/ebooks/50879.epub3.images
religion,42964,"Bible animals : $b being a description of every living creature mentioned in the Scripture, from the ape to the coral.","Wood, J. G. (John George)",en,1068,Animals in the Bible; Nature in the Bible,gutenberg,https://www.gutenberg.org/ebooks/42964.epub3.images,https://www.gutenberg.org/ebooks/42964.epub3.images
religion,42891,The Expositor's Bible: The First Book of Kings,"Farrar, F. W. (Frederic William)",en,998,"Bible. Kings, 1st -- Commentaries",gutenberg,https://www.gutenberg.org/ebooks/42891.epub3.images,https://www.gutenberg.org/ebooks/42891.epub3.images
religion,8294,"The World English Bible (WEB), Complete",Anonymous,en,994,Bible,gutenberg,https://www.gutenberg.org/ebooks/8294.epub3.images,https://www.gutenberg.org/ebooks/8294.epub3.images
religion,43847,"The Expositor's Bible: The Book of the Twelve Prophets, Vol. 1: Commonly Called the Minor","Smith, George Adam",en,986,Bible. Minor Prophets -- Commentaries,gutenberg,https://www.gutenberg.org/ebooks/43847.epub3.images,https://www.gutenberg.org/ebooks/43847.epub3.images
religion,42258,"The Expositor's Bible: The Acts of the Apostles, Vol. 1","Stokes, George Thomas",en,926,"Bible. Acts -- Commentaries; Bible. Acts -- Criticism, interpretation, etc.",gutenberg,https://www.gutenberg.org/ebooks/42258.epub3.images,https://www.gutenberg.org/ebooks/42258.epub3.images
